Requirement,Chapter,Sequence,SRS,Wave,Acceptance Test,Test Commit SHA,CI Workflow,CI Run Number,Immutable CI Run ID,Engineering Result,Engineering Status,Downstream Status,CI Job ID,Source
"REQ-49502","495","2","SRS-FR-2516","W33","eper/tests/requirement-acceptance-wave-33.test.mjs","d095e6532b9c2d97de9770f33d1c1ece5aa7e4bf","CI","113","36094568017","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49503","495","3","SRS-FR-2517","W33","eper/tests/requirement-acceptance-wave-33.test.mjs","d095e6532b9c2d97de9770f33d1c1ece5aa7e4bf","CI","113","36094568017","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49504","495","4","SRS-FR-2518","W33","eper/tests/requirement-acceptance-wave-33.test.mjs","d095e6532b9c2d97de9770f33d1c1ece5aa7e4bf","CI","113","36094568017","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49505","495","5","SRS-FR-2519","W33","eper/tests/requirement-acceptance-wave-33.test.mjs","d095e6532b9c2d97de9770f33d1c1ece5aa7e4bf","CI","113","36094568017","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49506","495","6","SRS-FR-2520","W33","eper/tests/requirement-acceptance-wave-33.test.mjs","d095e6532b9c2d97de9770f33d1c1ece5aa7e4bf","CI","113","36094568017","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49601","496","1","SRS-FR-2521","W34","eper/tests/requirement-acceptance-wave-34.test.mjs","9025a17f94f283b87e18b446a58db0c04c07c514","CI","115","36094640347","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49602","496","2","SRS-FR-2522","W34","eper/tests/requirement-acceptance-wave-34.test.mjs","9025a17f94f283b87e18b446a58db0c04c07c514","CI","115","36094640347","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49603","496","3","SRS-FR-2523","W34","eper/tests/requirement-acceptance-wave-34.test.mjs","9025a17f94f283b87e18b446a58db0c04c07c514","CI","115","36094640347","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49604","496","4","SRS-FR-2524","W34","eper/tests/requirement-acceptance-wave-34.test.mjs","9025a17f94f283b87e18b446a58db0c04c07c514","CI","115","36094640347","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49605","496","5","SRS-FR-2525","W34","eper/tests/requirement-acceptance-wave-34.test.mjs","9025a17f94f283b87e18b446a58db0c04c07c514","CI","115","36094640347","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49606","496","6","SRS-FR-2526","W34","eper/tests/requirement-acceptance-wave-34.test.mjs","9025a17f94f283b87e18b446a58db0c04c07c514","CI","115","36094640347","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49701","497","1","SRS-FR-2527","W35","eper/tests/requirement-acceptance-wave-35.test.mjs","21f9ddfa9cc298afdaeffaa6e5553c048d632e96","CI","117","36094743707","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49702","497","2","SRS-FR-2528","W35","eper/tests/requirement-acceptance-wave-35.test.mjs","21f9ddfa9cc298afdaeffaa6e5553c048d632e96","CI","117","36094743707","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49703","497","3","SRS-FR-2529","W35","eper/tests/requirement-acceptance-wave-35.test.mjs","21f9ddfa9cc298afdaeffaa6e5553c048d632e96","CI","117","36094743707","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49704","497","4","SRS-FR-2530","W35","eper/tests/requirement-acceptance-wave-35.test.mjs","21f9ddfa9cc298afdaeffaa6e5553c048d632e96","CI","117","36094743707","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49705","497","5","SRS-FR-2531","W35","eper/tests/requirement-acceptance-wave-35.test.mjs","21f9ddfa9cc298afdaeffaa6e5553c048d632e96","CI","117","36094743707","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49706","497","6","SRS-FR-2532","W35","eper/tests/requirement-acceptance-wave-35.test.mjs","21f9ddfa9cc298afdaeffaa6e5553c048d632e96","CI","117","36094743707","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49801","498","1","SRS-FR-2533","W36","eper/tests/requirement-acceptance-wave-36.test.mjs","a6721cc05c2d3826ee234e0cf10907269e0544c4","CI","119","36094814920","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49802","498","2","SRS-FR-2534","W36","eper/tests/requirement-acceptance-wave-36.test.mjs","a6721cc05c2d3826ee234e0cf10907269e0544c4","CI","119","36094814920","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49803","498","3","SRS-FR-2535","W36","eper/tests/requirement-acceptance-wave-36.test.mjs","a6721cc05c2d3826ee234e0cf10907269e0544c4","CI","119","36094814920","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49804","498","4","SRS-FR-2536","W36","eper/tests/requirement-acceptance-wave-36.test.mjs","a6721cc05c2d3826ee234e0cf10907269e0544c4","CI","119","36094814920","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49805","498","5","SRS-FR-2537","W36","eper/tests/requirement-acceptance-wave-36.test.mjs","a6721cc05c2d3826ee234e0cf10907269e0544c4","CI","119","36094814920","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49806","498","6","SRS-FR-2538","W36","eper/tests/requirement-acceptance-wave-36.test.mjs","a6721cc05c2d3826ee234e0cf10907269e0544c4","CI","119","36094814920","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49901","499","1","SRS-FR-2539","W37","eper/tests/requirement-acceptance-wave-37.test.mjs","b62c77e8b02d4101a051e1b91d464ce44aa1d582","CI","121","36094867777","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49902","499","2","SRS-FR-2540","W37","eper/tests/requirement-acceptance-wave-37.test.mjs","b62c77e8b02d4101a051e1b91d464ce44aa1d582","CI","121","36094867777","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49903","499","3","SRS-FR-2541","W37","eper/tests/requirement-acceptance-wave-37.test.mjs","b62c77e8b02d4101a051e1b91d464ce44aa1d582","CI","121","36094867777","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49904","499","4","SRS-FR-2542","W37","eper/tests/requirement-acceptance-wave-37.test.mjs","b62c77e8b02d4101a051e1b91d464ce44aa1d582","CI","121","36094867777","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49905","499","5","SRS-FR-2543","W37","eper/tests/requirement-acceptance-wave-37.test.mjs","b62c77e8b02d4101a051e1b91d464ce44aa1d582","CI","121","36094867777","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49906","499","6","SRS-FR-2544","W37","eper/tests/requirement-acceptance-wave-37.test.mjs","b62c77e8b02d4101a051e1b91d464ce44aa1d582","CI","121","36094867777","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-50001","500","1","SRS-FR-2545","W38","eper/tests/requirement-acceptance-wave-38.test.mjs","7f58960e20a52cdd4c6e888b27fb388390906999","CI","123","36094930387","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-50002","500","2","SRS-FR-2546","W38","eper/tests/requirement-acceptance-wave-38.test.mjs","7f58960e20a52cdd4c6e888b27fb388390906999","CI","123","36094930387","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-50003","500","3","SRS-FR-2547","W38","eper/tests/requirement-acceptance-wave-38.test.mjs","7f58960e20a52cdd4c6e888b27fb388390906999","CI","123","36094930387","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-50004","500","4","SRS-FR-2548","W38","eper/tests/requirement-acceptance-wave-38.test.mjs","7f58960e20a52cdd4c6e888b27fb388390906999","CI","123","36094930387","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-50005","500","5","SRS-FR-2549","W38","eper/tests/requirement-acceptance-wave-38.test.mjs","7f58960e20a52cdd4c6e888b27fb388390906999","CI","123","36094930387","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-50006","500","6","SRS-FR-2550","W38","eper/tests/requirement-acceptance-wave-38.test.mjs","7f58960e20a52cdd4c6e888b27fb388390906999","CI","123","36094930387","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
